business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
orrrhqRRUORIzUSxWTveKg,Presti's Bakery,12101 Mayfield Rd,Cleveland,OH,44106,41.5088421,-81.5983773,4,340,"Restaurants, Cafes, Food, Delis, Bakeries"
frbjknDtv8zXaA1H4XEfYg,Kingfish,115 Montrose W Ave,Akron,OH,44321,41.1328656022,-81.6528291435,3.5,62,"American (New), Seafood, Restaurants"
BZfjE0VJ5yntC-mGnjtj0w,The Local Bar,14751 Pearl Rd,Strongsville,OH,44136,41.3077299,-81.8333257,4,22,"Arts & Entertainment, Cocktail Bars, Beer Bar, Music Venues, Restaurants, Bars, American (Traditional), Nightlife"
Nqs4_gT6nKyeTOJ_rgu1mg,Frankie's Italian Cuisine,4641 Great Northern Blvd,North Olmsted,OH,44070,41.4221206,-81.9010378,3.5,120,"Restaurants, Italian, Pizza"
ngeHGOorRM-oluubx3-fRw,Cleats,602 South St,Chardon,OH,44024,41.559636,-81.198385,3,25,"Chicken Wings, Bars, Burgers, Restaurants, American (Traditional), Sandwiches, Sports Bars, Nightlife"
zWcIYjspUkrqXK1zI7CWXg,Wholly Frijoles Mexican Street Foods,,Cuyahoga Falls,OH,44221,41.1339449,-81.4845585,4.5,11,"Mexican, Food, Restaurants, Street Vendors, Food Trucks"
10NSeX03xC2th8-HGFq3sw,Chaya Japanese Cuisine,2032 Murray Ave,Pittsburgh,PA,15217,40.4338841,-79.923134,3.5,213,"Soup, Japanese, Restaurants, Sushi Bars"
KXqOT3vyx8Ao7com4yST-g,Chapati Indian Grill,2215 Chester Ave,Cleveland,OH,44114,41.5038381619,-81.6755432775,2.5,30,"Restaurants, Indian"
sf5jTm__NNqZ3J5rbcrueA,Primanti Bros,3847 Northern Pike,Monroeville,PA,15146,40.4385009,-79.7768488,3.5,125,"American (New), Chicken Wings, Sports Bars, Nightlife, Restaurants, Sandwiches, Bars"
mNRoes9FSur0hPrjt-i-tw,Fisher's Cafe & Pub,1607 Main St,Peninsula,OH,44264,41.240958,-81.548693,3.5,125,"Nightlife, Salad, Pubs, American (Traditional), Restaurants, Bars, American (New)"
EW90_lZ7E2RKT9Y-NGSVMw,Rosecliff Tavern,4040 Monroeville Blvd,Monroeville,PA,15146,40.4349945,-79.7690583,3.5,32,"Pizza, Pubs, Beer, Wine & Spirits, Food, Nightlife, Restaurants, American (Traditional), Bars"
b50wGo03MpqkcrJWu9tqxQ,The Spot Etc,11675 Frankstown Rd,Penn Hills,PA,15235,40.466661,-79.82684,4,6,"Bars, Restaurants, Venues & Event Spaces, Event Planning & Services, Nightlife, American (New), Lounges"
tB0zkiCxLjJwEPCRmwlVrA,Sonic Drive-In,1842 Snow Rd,Parma,OH,44134,41.4054674,-81.69488,2.5,37,"Burgers, Restaurants, Fast Food, Food, Ice Cream & Frozen Yogurt"
NBeX33C2lB6KMqpbSueHjw,Panera Bread,3800 Forbes Ave,Pittsburgh,PA,15213,40.4416203898,-79.9566856027,2.5,50,"Bakeries, Breakfast & Brunch, Restaurants, Salad, Sandwiches, Bagels, Soup, Delis, Coffee & Tea, Food"
VWb8gk_DKUCDKw3Xsdq8Jg,Waffles INCaffeinated,10339 Perry Hwy,Wexford,PA,15090,40.6040406,-80.0511602,3.5,96,"American (New), Breakfast & Brunch, Waffles, Restaurants"
1XdWZTPXPRRaE0SsEbHcQQ,The Café Carnegie,4400 Forbes Ave,Pittsburgh,PA,15213,40.4432834,-79.9502225,3.5,40,"Restaurants, American (New)"
T2JwvV8hH15KbnS1OCnrJg,Thai Elephant Restaurant,16610 Lorain Ave,Cleveland,OH,44111,41.4509427,-81.8139555,4,90,"Thai, Food, Poke, Restaurants"
mQIYGEhJEoj6MxZYqxoCmw,The Tandem Connection,5 Georgetown Rd,Canonsburg,PA,15317,40.2992411,-80.1523737,4,13,"Barbeque, Local Services, Restaurants, Bike Rentals, Active Life"
ZMv12PhGM7jQFDCFEjP7WA,Vienna Market,28 Center Rd,Bedford,OH,44146,41.3937023,-81.5363993,3,5,"Chicken Wings, Grocery, American (Traditional), Sandwiches, Restaurants, Delis, Food, American (New)"
1u4EvujoBP37oEL4SGLpgA,Civilization,2366 W 11th St,Cleveland,OH,44113,41.4798463,-81.6895912,4,109,"Soup, Restaurants, Sandwiches, Coffee & Tea, Cafes, Food"
SFKsiiyhZdNx_3Ik0ay1Lg,Cafe Phix MidTown,6815 Euclid Ave,Cleveland,OH,44103,41.5048314,-81.6423431,4.5,10,"Cafes, Restaurants, Sandwiches, Coffee & Tea, Food"
cxVp-a28Cp7lavjaPMvK5w,Social House Seven,123 7th St,Pittsburgh,PA,15222,40.4440719,-80.0003438,3.5,256,"Restaurants, Asian Fusion, Chinese, Japanese, Sushi Bars"
CwGRFM0Y9ca8MBxg2lVqbQ,Andora,1616 Mount Nebo Rd,Sewickley,PA,15233,40.553309,-80.1079839,3.5,103,"American (New), Restaurants"
esSMQsBkcKX6qpU8In3kDQ,Silver Swan Tavern,2704 Front St,Cuyahoga Falls,OH,44221,41.1462332306,-81.4729831985,4,15,"Restaurants, Nightlife, Bars, American (New)"
khSsfe3MUunPsJowDEuFvg,Pizza Giano,461 Perry Hwy,Pittsburgh,PA,15229,40.5203790022,-80.0330264969,3.5,14,"Restaurants, Pizza"
-Q0o1CBxchWyFEDa3oeO-Q,Bruegger's Bagels,"3737 W Market St, Unit C",Fairlawn,OH,44333,41.1366611,-81.6345573,3,10,"Restaurants, Food, Sandwiches, Breakfast & Brunch, Bagels"
EgW-kEqxP83MlVl06Qn21g,Rochester Inn & Hardwood Grille,505 Rochester Rd,Pittsburgh,PA,15237,40.5364407,-80.0509328,3,60,"American (Traditional), Restaurants"
zjOfUAyqyH_BPe7EkFBrEQ,The New York Hot Dog Shop,9022 Old Perry Hwy,Pittsburgh,PA,15237,40.570918,-80.0376689,4.5,25,"Hot Dogs, Restaurants, American (Traditional)"
o3YzbfD7mmldxxnSwRLSrQ,Bob Evans,25853 Lorain Rd,North Olmsted,OH,44070,41.4207385,-81.9078924,2.5,21,"Bed & Breakfast, Grocery, Hotels & Travel, Food, Comfort Food, Salad, Restaurants, American (Traditional), Breakfast & Brunch"
7SWpq6itdtEH4qYvvWoP6A,Subway,26001 S Woodland Rd,Beachwood,OH,44122,41.4749983,-81.4916641,2,5,"Restaurants, Fast Food, Sandwiches"
4v_RbefzvGkixXXJkn-bzw,Szechwan Garden,13800 Detroit Ave,Lakewood,OH,44107,41.4856689,-81.7878986,4,62,"Szechuan, Asian Fusion, Chinese, Restaurants"
0FXAHiDs1Fkr3V_kK8b1SA,Cleats Club Seat Grille Old Brooklyn,3995 Jennings Rd,Cleveland,OH,44109,41.4478025,-81.6873491,3,38,"Bars, Chicken Wings, Nightlife, American (New), Restaurants, American (Traditional), Sports Bars"
DonwAYNHJjTleLwn6fz30Q,Lake House Cafe,11850 Edgewater Dr,Lakewood,OH,44107,41.491514,-81.7716744,3.5,61,"Funeral Services & Cemeteries, Restaurants, Local Services, American (Traditional), Food, Coffee & Tea, Cafes"
z2qV_1QoIoHaieMPs5wbXA,Three Rivers Lounge,600 Commonwealth Pl,Pittsburgh,PA,15222,40.4416297,-80.0062411,2,5,"American (Traditional), Restaurants, Lounges, Bars, Nightlife"
x1o-xthDH_r0pBxAs0GjSA,Mitchell's Homemade Ice Cream - Avon,35520 Detroit Rd,Avon,OH,44011,41.4571836,-82.0106118,4.5,44,"Kosher, Ice Cream & Frozen Yogurt, Desserts, Restaurants, Food"
aDHD7nASfqiQBB6YXy2aGA,The Pretzel Shop,2316 E Carson St,Pittsburgh,PA,15203,40.4280867,-79.9722434,4.5,99,"Restaurants, Sandwiches, Food, American (Traditional), Pretzels"
jH4EAEWiCYfiXyvtgPE1xg,Grandma Campbell's Cupcakes Stand,1979 W 25th St,Cleveland,OH,44113,41.484647,-81.702746,5,5,"Desserts, Food Stands, Food, Cupcakes, Restaurants"
VzCo14166h9LQE6R6TGLbA,Dinner Bell,6340 Lake Ave,Elyria,OH,44035,41.4114104,-82.1422302,4.5,3,"Desserts, Mexican, Fast Food, Restaurants, Food"
yYI8mGlICwa0YfXa7bPbQQ,Winking Lizard Tavern,25800 Central Pkwy,Beachwood,OH,44122,41.4671716,-81.493731,3,91,"Bars, Restaurants, American (Traditional), Cocktail Bars, Burgers, Beer, Wine & Spirits, Nightlife, Pubs, Sandwiches, Food"
cGwjmFa3tNmM9BUgLTKdYw,Five Guys,753 Howe Avenue And Clyde Ave,Cuyahoga Falls,OH,44221,41.1195816,-81.4723351,4.5,21,"Fast Food, American (New), Burgers, Restaurants"
BLDtcKUJ5RNIqnzadbgTOg,Panera Bread,2855 W Market St,Fairlawn,OH,44333,41.126615,-81.605756,4,14,"Breakfast & Brunch, Soup, Salad, Food, Restaurants, Sandwiches, Internet Cafes, Bagels, Bakeries"
gWEDp0DURMjR-RfnDfTQrA,Papa John's Pizza,65 W Walnut Ave,Painesville,OH,44077,41.7155807,-81.2427478,1.5,4,"Restaurants, Pizza"
D4h0fi8uVj62nkffV7Impw,Ohio City BBQ,3829 Lorain Ave,Cleveland,OH,44113,41.4804755,-81.7125465,4.5,42,"Restaurants, Barbeque"
oK_uwtOectm906rpUtHiug,China House,7413 Memphis Ave,Cleveland,OH,44144,41.4398212,-81.7363194,2,11,"Restaurants, Chinese"
1vEBp-YeAvqg1w19GzYg9w,Corky and Lenny's,27091 Chagrin Blvd,Woodmere Village,OH,44122,41.4633121,-81.4878242,3.5,283,"Sandwiches, Restaurants, Salad, Breakfast & Brunch, Delis, Event Planning & Services, Caterers"
zKRLyE8FgTtzsp5zXU7G2Q,McDonald's,10637 Main St,Mantua,OH,44255,41.2809862087,-81.2248380482,3,6,"Burgers, Restaurants, Coffee & Tea, Fast Food, Food"
-QjnuSMIAJhcwOc-8BqalA,Melt University,"10900 Euclid Ave, Tinkham Veale University Center",Cleveland,OH,44106,41.5082981599,-81.6086960584,3,5,"Restaurants, Sandwiches, Comfort Food, American (New), American (Traditional)"
4XhWi3JJZS1_Z6FmG0X7xw,Danny's Ice Cream & Burgers,1206 E Aurora Rd,Macedonia,OH,44056,41.3128082,-81.4950887,3.5,30,"Hot Dogs, Food, Burgers, Restaurants, Ice Cream & Frozen Yogurt"
7lzVV1MgcDb_gIndt0Oryg,Rocky's II,1562 Island Ave,Pittsburgh,PA,15233,40.4618905,-80.0327988,3.5,5,"Nightlife, Lounges, Restaurants, Bars"
d2dKppn6Udt8vwnYfcovqA,DiBella's Subs,16758 Royalton Rd,Strongsville,OH,44136,41.3136911,-81.816881,3.5,58,"Salad, Restaurants, Delis, Sandwiches"
yAWSOUNFcfobOT_FRg_7Gg,The Melting Pot - Pittsburgh,242 W Station Square Dr,Pittsburgh,PA,15219,40.434487,-80.005248,4,167,"Fondue, Restaurants"
AXYaEjW1-xo9oRgEnrP0TQ,Trio,2661 W 14th St,Cleveland,OH,44113,41.4758761,-81.6910276,4.5,31,"American (New), Restaurants, American (Traditional)"
Hxi9z1qHA9KZVzTM5YJKDQ,Dolphin Restaurant,26091 Broadway Ave,Bedford,OH,44146,41.3567379,-81.4968441,3.5,14,"Breakfast & Brunch, American (Traditional), Restaurants"
T6qjr_kZSH8GECSoMbx8sQ,The Coffee Tree Roasters,5840 Forbes Ave,Pittsburgh,PA,15217,40.4377661,-79.9213432,4,43,"Food, Cafes, Restaurants, Coffee Roasteries, Coffee & Tea"
7tiobQOY3WLYYJl4uMEfrQ,Brickstone,2217 E 9th St,Cleveland,OH,44115,41.4978980191,-81.6843143026,3,38,"Bars, Chicken Wings, Sandwiches, Pizza, Nightlife, American (Traditional), Restaurants"
btRo30YqzXeTbgxk6gnLMw,Pizza Hut,380 Dover Center Rd,Bay Village,OH,44140,41.484475009,-81.921149902,1.5,3,"Chicken Wings, Restaurants, Italian, Pizza"
bissv52dx3lT7kAgEmIDEQ,Big Shot Bob's House of Wings - Carnegie,1006 Washington Ave,Carnegie,PA,15106,40.3988077,-80.082949,3.5,34,"Sandwiches, Chicken Wings, Burgers, Restaurants, Pizza"
TZpTyyGvQkKPnt59PVUGhg,Butterjoint,214 N Craig St,Pittsburgh,PA,15213,40.4499759735,-79.9507371865,4,182,"Nightlife, American (New), Bars, Restaurants"
Jd9L7pNhC982XeCNbPncXg,Saucy Brew Works,2885 Detroit Ave,Cleveland,OH,44113,41.4896300099,-81.7106199637,3.5,136,"Restaurants, Breweries, Food, Sandwiches, Pizza"
q5MtvIuYlyndGb6e3em1xw,Bob Evans,8405 University Blvd,Moon Township,PA,15108,40.5086522,-80.2225024,3,29,"Salad, American (Traditional), Bed & Breakfast, Restaurants, Comfort Food, Breakfast & Brunch, Hotels & Travel"
ckbDWYPT8TP7etP0WHU2Yg,Blaze Fast Fire'd Pizza,290 Settlers Ridge Center Dr,Pittsburgh,PA,15205,40.440493,-80.149205,4.5,140,"Pizza, Gluten-Free, Salad, Fast Food, Restaurants"
x_TqELcRUk2csOWxqlyrzA,Bob Evans,29750 Detroit Rd,Westlake,OH,44145,41.4644206,-81.9497767836,2.5,30,"Comfort Food, Hotels & Travel, American (New), Bed & Breakfast, Breakfast & Brunch, Restaurants, Salad, American (Traditional)"
Tc511yME8axDPq2J6woxkg,LockKeepers,8001 Rockside Rd,Valley View,OH,44125,41.3939765178,-81.6286991484,4.5,171,"Seafood, Italian, American (New), Restaurants"
LMam7VLCMJfa1EoUfAv61Q,Shark's Seafood & Deli,3826 Lee Rd,Cleveland,OH,44128,41.4554098,-81.5652341,4,45,"Sandwiches, Seafood, Restaurants, Delis"
BKkEMsA1MsRyDge8uwqQqQ,Yours Truly Restaurants,3725 Medina Rd,Medina,OH,44256,41.1374228908,-81.8215456659,3,50,"American (Traditional), Restaurants"
VVPwQdO6g9DHCgdBCIlBsw,Applebee's Grill + Bar,17771 Spark Ctr,Strongsville,OH,44136,41.312262,-81.823707,3,26,"Restaurants, Burgers, American (Traditional), Chicken Wings, Nightlife, Bars, Sports Bars, Steakhouses"
0b5joPhf_UjX_uCQsO6JNg,McDonald's,1010 E Broad St,Elyria,OH,44035,41.3647547,-82.0774496,2,5,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants"
4kSPF50JzRQRfOxTViuiCg,Christine's Country Cookin,2130 PA-88,Finleyville,PA,15332,40.2156091,-79.9875213,2.5,6,"Southern, Cafes, Food, Breakfast & Brunch, Restaurants, Desserts"
BPWZRoeUQaKg5jAqLGkbMw,McDonald's,400 E Waterfront Dr,Homestead,PA,15120,40.412055,-79.909939,2,24,"Food, Fast Food, Restaurants, Burgers, Coffee & Tea"
oq9bF1KUzSldObMSQ_aalQ,Quaker Steak & Lube,5935 Canal Rd,Valley View,OH,44125,41.400715,-81.625622,3,114,"American (New), Restaurants, Chicken Wings, Steakhouses, Burgers, Bars, Nightlife, American (Traditional)"
M4RwZL5bTBTwwbVcoaDbtw,Rowley Inn,1104 Rowley Ave,Cleveland,OH,44109,41.4689993,-81.6878849,4.5,108,"Burgers, Nightlife, Food, Pubs, American (Traditional), Local Flavor, Gastropubs, Comfort Food, Restaurants, Beer, Wine & Spirits, Bars, Sandwiches, Karaoke, Dive Bars"
AlNp5mSR8N7rAvONm8BXBQ,McDonald's,4346 Kent Rd,Stow,OH,44224,41.1559356,-81.4050481,1.5,3,"Coffee & Tea, Food, Burgers, Fast Food, Restaurants"
WYxSlAMiQ2NB7Ns8NKTTAw,Angie's Pizza,6120 Royalton Rd,North Royalton,OH,44133,41.3147979,-81.7262513,3.5,19,"Restaurants, Pizza"
mw7sClb-8JOHCuM2s6yspw,Commonplace Coffee,54 21st St,Pittsburgh,PA,15222,40.4524301554,-79.9840799291,4.5,6,"Cafes, Coffee & Tea, Food, Internet Cafes, Restaurants"
jdmIyGlOZ2Jc68CDgFDp3Q,Mustard Seed Market,"6025 Kruse Dr, Ste 100",Solon,OH,44139,41.3929439957,-81.4453822224,3.5,43,"Health Markets, Food, Grocery, Juice Bars & Smoothies, Specialty Food, Restaurants"
VX6DcQETQbuPbTC4hUoREg,Spennatos,10446 Northfield Rd,Northfield,OH,44067,41.342981,-81.5293506,3.5,63,"Restaurants, Italian"
X4QbkHl7pOTVsgLa7XuUBg,Blaze Fast Fire'd Pizza,3939 William Penn Hwy,Monroeville,PA,15146,40.4381372,-79.7764136,4.5,133,"Salad, Fast Food, Pizza, Gluten-Free, Restaurants"
sAhKuHKCKu9p8gy9vVsXnA,Hundred Flowers,28898 Lake Shore Blvd,Willowick,OH,44095,41.629209,-81.483417,3,13,"Restaurants, Chinese"
IAbq5UuXX_hJbxTOB5suWQ,Vintage Tea & Coffee,1816 E 12th St,Cleveland,OH,44114,41.5017456888,-81.685013455199993,4.5,65,"Cafes, Tea Rooms, Restaurants, Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Desserts, Bubble Tea"
zWdO_P10pQlBKL95gYC_iw,What's Cooking at Casey's,608 Allegheny River Blvd,Oakmont,PA,15139,40.519351,-79.8424105,3.5,44,"Pizza, Restaurants, American (Traditional), Italian"
rwDJu_c584TV4CqPAwu3ZQ,Carmella's Plates & Pints,1908 E Carson St,Pittsburgh,PA,15203,40.4283922158,-79.9787491187,4,180,"Nightlife, Restaurants, Breakfast & Brunch, Burgers, Cocktail Bars, American (New), Bars"
QqpzPFFHeHqyWSPZI-DkvQ,The Hangar,500 Flaugherty Run Rd,Coraopolis,PA,15108,40.5266227,-80.2493988,3.5,28,"Restaurants, Bars, Arts & Entertainment, Nightlife, Music Venues, American (Traditional), Pubs, Sports Bars, Dive Bars"
fzPp9ZdDhOovfqH_-Ksk-A,Moio's Italian Pastry Shop,4209 William Penn Hwy,Monroeville,PA,15146,40.4396248,-79.761716,4.5,78,"Restaurants, Desserts, Food, Custom Cakes, Bakeries"
g0LSyRvM9KT03dz0db0-Lw,Hibachi Japanese Steakhouse,2145 Mentor Ave,Painesville,OH,44077,41.686825,-81.289654,2.5,29,"Japanese, Restaurants"
KNPvcLtzAUi_KkKBd69KuA,La Terraza Mexican Bar & Grill,1888 OH-59,Kent,OH,44240,41.1547411747,-81.3253633333,4,17,"Mexican, Restaurants"
j9Z3c0OVhpv8ZDntMBEsiQ,Santosuossos'pizza Pasta Vino,"3725 Medina Rd, Ste 112",Medina,OH,44256,41.1379504529,-81.8214201217,3,47,"Bars, Restaurants, Pizza, Wine Bars, Nightlife, Seafood"
KIanJQ6ZouQRQeaim8gZHQ,Provenance,11150 E Blvd,Cleveland,OH,44106,41.509041,-81.6120703,4,78,"Restaurants, Cafes, Arts & Entertainment, American (New), Beer Bar, Breakfast & Brunch, Nightlife, Museums, Cocktail Bars, Bars"
ElqLoKM__uU7DcYzRnMpNw,Hunan Solon,6050 Enterprise Pkwy,Solon,OH,44139,41.395033,-81.463795,3.5,93,"Chinese, Restaurants"
gtGn5hnHRAnGgfCiTcdj0A,Hibachi Japanese Steakhouse,21699 Lorain Rd,Fairview Park,OH,44126,41.4411018,-81.8608528,2.5,59,"Restaurants, Sushi Bars, Steakhouses, Japanese"
okav_oMBLcbn7vsHOJLQGA,Umi Sushi,7558 Pearl Rd,Middleburg Heights,OH,44130,41.3599507529,-81.8155999482,4.5,52,"Japanese, Restaurants, Asian Fusion"
fBnjRegibJTV1zMPMvCluA,Park Tavern,12897 Royalton Rd,North Royalton,OH,44133,41.3135754,-81.7844535,3.5,14,"Bars, Pubs, Restaurants, Burgers, Nightlife"
KDJQ_hB6p32wVKX7-Tg8ng,Hello Bistro,"2101 Richmond Rd, Ste 821",Beachwood,OH,44122,41.5006449,-81.4960293,2.5,23,"Burgers, Salad, Restaurants"
IbWfINxjH4IwNCsbqFexiA,West End Tavern,18514 Detroit Ave,Lakewood,OH,44107,41.4820963,-81.8272657,3.5,89,"Bars, American (Traditional), Pubs, Restaurants, Nightlife"
3T1ALFnwoOkNTSpe7Fq6XA,Beef 'O' Brady's,3732 Darrow Rd,Stow,OH,44224,41.165922,-81.441388,2.5,31,"Restaurants, Irish, Nightlife, American (Traditional), Pubs, Bars, Sports Bars"
YzqV61exMv__mjobBV2g7g,Thai Cuisine,4627 Liberty Ave,Pittsburgh,PA,15224,40.4625496053,-79.9497600693,4,234,"Thai, Restaurants"
5k7HbIAamo1PG0uIYALuRQ,TGI Fridays,240 Mall Blvd,Monroeville,PA,15146,40.4337633,-79.7877325,2.5,53,"American (Traditional), Restaurants, American (New), Bars, Nightlife"
dueRWFSTFdH3ZYT0bQdSzw,Bob Evans,175 Howe Ave,Cuyahoga Falls,OH,44221,41.1199565505,-81.4857693762,2,17,"Restaurants, Comfort Food, American (Traditional), Bed & Breakfast, Salad, Breakfast & Brunch, Hotels & Travel"
ruEXmCPwoZBTVOv6RCEZCg,Joe & Pie Cafe Pizzeria,2928 W Liberty Ave,Pittsburgh,PA,15216,40.3946155,-80.03523,3,22,"Burgers, Restaurants, Pizza, Sandwiches"
kp5T7DNP5g7chSmoVAgnfA,Deon's Restaurant,13898 Cedar Rd,University Heights,OH,44118,41.50105,-81.53971,2.5,11,"Restaurants, Southern, Soul Food, Comfort Food"
NFTOaufaF6oHsshUROAp8g,Dino's III,1200 E 305th St,Wickliffe,OH,44092,41.6198188,-81.4570418,3.5,43,"Pizza, Italian, Restaurants"
QzDYO-lJhX-wh74z6ajI4g,Sanremos Pizza Restaurant & Bar,10 Market St,Pittsburgh,PA,15222,40.4382756,-80.0040685,3.5,9,"Pizza, Salad, Restaurants, Nightlife, Bars"
WthUXmfVevQPMZ_LB2-q-A,La Prima Espresso Co,205 21st St,Pittsburgh,PA,15222,40.4516426,-79.982805,4.5,128,"Restaurants, Food, Coffee & Tea"
5VA4XYx2lbA2RTe9xuLZUw,Plum Dairy Queen,3900 Golden Mile Hwy,Murrysville,PA,15668,40.4867859686,-79.6968104087,2.5,4,"Ice Cream & Frozen Yogurt, Desserts, Restaurants, Food"
3ZmGpETmJpUvEa7lVLn2kA,Hog Father's Old Fashioned BBQ,113 Cavasina Dr,Canonsburg,PA,15317,40.2631123063,-80.1740170734,3.5,27,"Barbeque, Restaurants"
veXxt8rGY_RJPpA5QkHT9Q,Barrio,2466 Fairmount Blvd,Cleveland Heights,OH,44106,41.5006546,-81.5921768,3.5,178,"Tacos, Restaurants, Food, Mexican, Food Trucks"
MYfzKv79F01MGjTa2ILQ5A,Coleone's Restaurant,375 Lear Rd,Avon Lake,OH,44012,41.4952090512,-81.9859654675,4,21,"Italian, Food, Coffee & Tea, Restaurants, Pizza"
bmcZnH1UAAB2iO_R2PFrnw,70 Chinese and Sushi,24111 Lorain Rd,North Olmsted,OH,44070,41.4287574,-81.8889537,4,17,"Japanese, Chinese, Sushi Bars, Restaurants"
5ogGZ4ZiO7SwFPPtt3Zmpw,Sarku Japan,25615 Brookpark Rd,North Olmsted,OH,44070,41.4175725273,-81.9070136547,2.5,5,"Restaurants, Japanese"
wvDT67R5duF_hYx5iOXLaQ,DeLuca's Diner,1110 Park Manor Blvd,Pittsburgh,PA,15205,40.4533123615,-80.1626436575,3.5,108,"Diners, Breakfast & Brunch, Restaurants"
Z6ezEudsHeYzqKCj9vWUww,Marco's Pizza- Willoughby,36200 Euclid Ave,Willoughby,OH,44094,41.6259468,-81.4297011,3,4,"Restaurants, Pizza"
gJFltdjG_NbbNctwRmS3Hg,Fox & Hound,1479 S.O.M. Center Road,Mayfield Heights,OH,44124,41.520831,-81.437364,3,65,"American (Traditional), Bars, Contractors, Burgers, Restaurants, Home Services, Pubs, Sports Bars, Nightlife"
LTF14u6dfIyJQ41P-FooiA,China Cafe,5239 Brownsville Rd,Pittsburgh,PA,15236,40.3423865,-79.984206,4,16,"Chinese, Restaurants"
b65SE_rJIFKpV4b2zxyf3w,Casa D'angelo Restaurant,893 E Aurora Rd,Macedonia,OH,44056,41.314158,-81.506445,3.5,43,"Italian, Restaurants"
Pccg1shSg7RQAXedGHft1Q,Pizza Forever,5439 Babcock Blvd,Pittsburgh,PA,15237,40.5430306,-80.0287562,3.5,9,"Restaurants, Pizza"
g7OwoWQ_haDYnfmhCYMvSg,Deli on Butler Street,4110 Butler St,Pittsburgh,PA,15201,40.46967,-79.960889,4.5,69,"Delis, Restaurants"
zqcSaENOBbjC5AfkLyfvvw,Eat'n Park,1250 W Main St,Monongahela,PA,15063,40.2066466,-79.9389794,2,7,"American (New), Diners, American (Traditional), Restaurants, Breakfast & Brunch"
3SQU0IgQ6mbV0buzH9XAZA,Tommy's Subs,7671 Mentor Ave,Mentor,OH,44060,41.6591709677,-81.3673250377,4.5,11,"Sandwiches, Restaurants"
xGHbSbvng-vXV6i9ePOcgA,Farkas Pastry Shop,2700 Lorain Ave,Cleveland,OH,44113,41.483579,-81.704993,5,45,"Food, Bakeries, Restaurants"
p9rvoRXzEf7Y2nTaqnotxw,Lin's Garden,5560 William Flynn Hwy,Gibsonia,PA,15044,40.633042,-79.9397751,4,35,"Restaurants, Chinese"
1MQQZ2kTiBbN3_hpmGdavw,Donatelli's Italian Food Center,4711 Liberty Ave,Pittsburgh,PA,15224,40.4620697,-79.9493553,3.5,34,"Food, Delis, Restaurants, Grocery"
ynEyJ9dzHAHASnYSSYfmDQ,Baraona's Baking Co,15842 Libby Rd,Maple Heights,OH,44137,41.4167734,-81.569797,4,18,"Food, Bakeries, Event Planning & Services, Restaurants, Ice Cream & Frozen Yogurt, Wedding Planning"
YLBW5aDryoXP3Haqc_2FLw,Brassero Grill,532 Braddock ave,Braddock,PA,15104,40.4038026,-79.8696411,4,29,"Food, Mexican, Restaurants, Tacos, Food Trucks"
kXRG_PEpz8G-IUkS1efdMA,Romeo's Pizza,2064 Clague Rd,Westlake,OH,44145,41.457504,-81.883821,3,8,"Pizza, Restaurants"
e_yxY8iYwK6WDnUSz3v8ng,Flour Italian Kitchen,34205 Chagrin Blvd,Moreland Hills,OH,44022,41.455111,-81.443116,3.5,176,"Restaurants, Italian, Bars, Nightlife, Wine Bars"
DNKb7_EJPGBULaUwL0mq8g,McDonald's,2925 Freeport Rd,Pittsburgh,PA,15238,40.5391735896,-79.8301523924,2.5,11,"Food, Burgers, Restaurants, Coffee & Tea, Fast Food"
0bjFYstj8USMzEV4ZQldjA,Redhawk Coffee,120 Meyran Ave,Pittsburgh,PA,15213,40.4407077,-79.9586246,5,123,"Restaurants, Breakfast & Brunch, Food Trucks, Coffee & Tea, Desserts, Food"
fg2nRepS0cS3xNfWYG7stA,New World Restaurant,7927 Kinsman Rd,Cleveland,OH,44104,41.476762,-81.631676,2.5,5,"Restaurants, American (New), Soul Food"
kBd3_wYt0BX-RfS8ymUTfQ,Brugge On North,40 W North Ave,Pittsburgh,PA,15212,40.45552,-80.0075,4,29,"Restaurants, American (Traditional)"
MSX-vRTxCmKLNITfdGEiOw,Pizza Bella,1136 Thorn Run Rd,Coraopolis,PA,15108,40.505778,-80.2095604,4.5,18,"Restaurants, Pizza"
ZlmOiuKEjk3js_4f5-vl0Q,Bagley's Grill,15220 Bagley Rd,Middleburg Heights,OH,44130,41.369813,-81.804286,4,40,"Restaurants, American (New)"
2xQexEwq1WQoNeSTyrUTEw,Sonic Drive-In,2611 Washington Rd,North Strabane Township,PA,15317,40.2563009232,-80.152112700199993,2.5,14,"Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food, Burgers"
vybX7mQJLYm6HP1vRxZBDQ,Ugly Broad Tavern,3908 Denison Ave,Cleveland,OH,44109,41.4513479,-81.7113204,4,13,"American (Traditional), Restaurants, Nightlife, Dive Bars, Bars"
1cdvPyY2eraH1lc6ITizmA,Mick & Shirley's Catering and Cafe,2198 Roming Rd,Akron,OH,44320,41.0543369,-81.581282,5,11,"Comfort Food, Vegetarian, Soul Food, American (New), Restaurants, Barbeque, Event Planning & Services, Caterers, Sandwiches"
