"","GoodForKids","RestaurantsReservations","Caters","RestaurantsTableService","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","BikeParking","HasTV","RestaurantsGoodForGroups","RestaurantsDelivery","BusinessAcceptsCreditCards","BusinessAcceptsBitcoin","ByAppointmentOnly","AcceptsInsurance","GoodForDancing","CoatCheck","HappyHour","WheelchairAccessible","DogsAllowed","DriveThru","AgesAllowed","Corkage","BYOB","Open24Hours","stars","reviewcount","state"
"3913",3,0,3,3,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,23,"PA"
"3914",3,1,1,3,3,2,1,3,3,3,1,3,0,0,0,0,1,3,0,0,1,0,0,0,0,2.5,29,"OH"
"3915",3,2,3,3,3,2,3,3,1,3,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,4.5,64,"PA"
"3916",3,1,0,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,"OH"
"3917",3,1,0,0,3,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,"OH"
"3918",3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9,"OH"
"3919",3,1,0,1,3,2,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,16,"OH"
"3920",3,1,1,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,26,"OH"
"3921",1,1,1,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111,"OH"
"3922",3,1,1,1,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,"PA"
"3923",1,1,1,3,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,124,"OH"
"3924",1,0,0,0,3,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3,"OH"
"3925",3,1,3,0,3,1,1,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,"OH"
"3926",3,1,3,0,3,1,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,31,"OH"
"3927",3,1,0,0,3,1,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,13,"OH"
"3928",1,1,0,3,0,1,3,3,3,3,0,3,0,0,0,1,1,3,0,0,0,0,0,0,0,4.5,73,"OH"
"3929",1,2,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,162,"PA"
"3930",3,0,0,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,15,"PA"
"3931",3,1,3,0,3,1,3,3,1,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,"PA"
"3932",3,2,3,0,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,"PA"
"3933",3,1,0,0,3,1,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,"PA"
"3934",3,1,3,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,"PA"
"3935",0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,"OH"
"3936",3,2,1,3,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,117,"OH"
"3937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,"OH"
"3938",3,1,3,3,3,1,1,3,1,3,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4.5,115,"OH"
"3939",3,1,0,0,3,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,10,"OH"
"3940",0,0,0,0,3,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,16,"PA"
"3941",3,1,3,0,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,"OH"
"3942",3,1,1,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,53,"OH"
"3943",3,1,3,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,42,"OH"
"3944",3,1,3,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,"OH"
"3945",1,1,3,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,31,"PA"
"3946",3,1,1,0,3,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,33,"OH"
"3947",3,2,0,3,3,2,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,86,"OH"
"3948",3,1,3,3,3,2,3,1,3,3,1,3,1,0,0,1,1,3,2,0,0,0,0,0,0,4,142,"PA"
"3949",0,2,0,0,3,1,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,38,"OH"
"3950",3,1,3,3,3,2,3,3,3,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,4,125,"OH"
"3951",3,2,0,3,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,74,"PA"
"3952",3,1,3,0,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,"OH"
"3953",3,2,3,3,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,78,"PA"
"3954",3,1,3,1,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,50,"OH"
"3955",3,2,3,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,"PA"
"3956",3,2,3,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,45,"OH"
"3957",1,1,1,0,3,2,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,22,"PA"
"3958",3,1,1,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,"OH"
"3959",0,0,1,0,3,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"PA"
"3960",3,1,3,0,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,34,"OH"
"3961",0,0,3,0,3,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,"OH"
"3962",3,1,3,0,3,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,38,"OH"
"3963",3,1,0,0,3,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,"OH"
"3964",1,2,3,3,1,2,3,3,3,3,1,3,0,0,0,2,3,3,2,0,0,0,0,0,0,3.5,162,"OH"
"3965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"OH"
"3966",3,2,0,0,3,2,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,155,"PA"
"3967",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3,"OH"
"3968",3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5,"OH"
"3969",1,2,1,0,3,2,3,3,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,245,"PA"
"3970",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,"OH"
"3971",3,2,3,0,3,2,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,33,"OH"
"3972",0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,10,"OH"
"3973",3,1,3,0,3,1,1,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,"PA"
"3974",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,13,"OH"
"3975",3,1,3,0,3,1,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,26,"PA"
"3976",1,1,0,0,3,1,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9,"OH"
"3977",3,2,3,3,3,2,1,3,3,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3.5,54,"OH"
"3978",1,2,1,3,1,3,1,1,1,1,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4.5,130,"PA"
"3979",3,1,0,0,3,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9,"PA"
"3980",3,1,0,0,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8,"OH"
"3981",3,2,1,0,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,119,"PA"
"3982",3,1,1,0,3,1,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,35,"PA"
"3983",3,1,0,0,3,2,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,"OH"
"3984",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,4,95,"PA"
"3985",3,1,0,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17,"PA"
"3986",3,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,"OH"
"3987",1,1,1,0,1,1,1,3,1,3,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4.5,43,"PA"
"3988",1,2,1,3,3,2,3,3,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,3.5,317,"OH"
"3989",3,1,3,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,183,"OH"
"3990",1,1,0,0,3,1,1,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7,"OH"
"3991",1,1,3,0,3,2,3,3,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,130,"OH"
"3992",3,1,1,0,3,1,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,"OH"
"3993",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,"OH"
"3994",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,"OH"
"3995",3,1,1,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,"PA"
"3996",3,1,0,3,3,2,3,3,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,4,28,"PA"
"3997",3,1,1,1,3,2,3,1,1,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1.5,6,"OH"
"3998",3,1,3,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,"OH"
"3999",0,1,0,0,3,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7,"OH"
"4000",1,2,3,0,3,2,3,3,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,209,"OH"
"4001",3,1,0,0,3,1,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,"PA"
"4002",1,1,0,0,3,1,1,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,"OH"
"4003",0,1,3,1,3,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,"PA"
"4004",3,1,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"PA"
"4005",3,1,1,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4.5,38,"OH"
"4006",3,1,3,3,3,2,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,28,"PA"
"4007",3,1,0,3,3,2,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,"OH"
"4008",3,2,3,0,3,2,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,21,"OH"
"4009",3,1,3,0,3,1,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,"OH"
"4010",3,1,0,0,3,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,"OH"
"4011",3,2,1,0,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,140,"OH"
"4012",3,1,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,"PA"
"4013",1,2,3,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,82,"OH"
"4014",1,2,1,0,3,3,1,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,44,"OH"
"4015",3,2,1,3,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,45,"OH"
"4016",3,0,3,3,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,"OH"
"4017",3,2,3,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,114,"OH"
"4018",3,1,3,1,3,1,3,3,1,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3.5,52,"PA"
"4019",3,1,1,0,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,"PA"
"4020",3,1,3,0,3,1,1,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,"PA"
"4021",3,1,0,0,3,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,"OH"
"4022",0,1,3,0,3,0,0,0,3,0,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4.5,10,"PA"
"4023",3,1,3,3,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,107,"PA"
"4024",3,2,1,3,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,101,"OH"
"4025",1,1,1,0,3,1,1,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,"PA"
"4026",3,1,0,0,3,1,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,"OH"
"4027",3,1,1,0,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"OH"
"4028",3,1,3,0,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,27,"PA"
"4029",3,1,0,0,3,1,1,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,25,"PA"
"4030",3,1,0,1,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4.5,15,"OH"
"4031",3,2,0,0,0,2,1,0,0,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,4.5,23,"OH"
"4032",3,2,1,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,145,"PA"
"4033",3,1,1,0,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,"OH"
"4034",1,1,1,1,3,1,1,1,3,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,"PA"
"4035",3,2,1,0,3,3,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,"OH"
"4036",3,2,0,0,3,1,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5,"OH"
"4037",1,0,0,1,0,3,3,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,"PA"
"4038",3,1,0,0,3,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,13,"OH"
"4039",3,1,1,1,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,11,"OH"
"4040",3,1,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,"OH"
"4041",3,2,0,0,3,2,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12,"PA"
"4042",3,1,1,0,3,2,3,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,14,"OH"
"4043",3,2,1,3,3,2,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,152,"OH"
"4044",3,1,3,0,3,2,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,18,"OH"
"4045",3,1,1,0,3,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,"OH"
"4046",3,1,1,1,3,2,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,107,"OH"
"4047",3,1,0,0,3,2,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,45,"OH"
"4048",3,1,3,1,3,1,1,3,3,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,32,"OH"
"4049",3,2,0,3,3,1,3,3,1,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4.5,19,"OH"
"4050",3,1,3,0,3,1,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,11,"OH"
"4051",3,2,0,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,14,"OH"
"4052",0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,"PA"
"4053",3,1,1,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,"OH"
"4054",1,2,3,3,3,2,3,1,3,3,1,3,0,0,0,1,1,3,2,1,1,0,0,0,0,3,34,"OH"
"4055",1,1,1,0,3,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,18,"PA"
"4056",3,1,3,1,3,1,3,3,3,1,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,3,16,"PA"
"4057",3,1,3,1,3,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,11,"OH"
"4058",0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3,"OH"
"4059",3,2,0,3,3,2,3,3,3,3,1,3,0,0,0,1,1,3,0,0,0,0,0,0,0,3,21,"OH"
"4060",3,1,0,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,15,"OH"
"4061",1,2,0,3,1,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,113,"OH"
"4062",3,2,0,3,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,"OH"
"4063",3,1,3,1,3,1,3,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,"PA"
"4064",3,1,1,0,3,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,94,"PA"
"4065",3,1,3,0,3,2,3,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,341,"OH"
"4066",3,1,0,0,3,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,"PA"
"4067",3,1,1,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,21,"PA"
"4068",3,1,3,1,3,2,1,3,3,3,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4.5,41,"OH"
"4069",3,2,0,1,3,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,"PA"
"4070",3,1,3,0,3,2,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,"OH"
"4071",3,0,3,0,3,2,3,3,3,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4.5,30,"OH"
"4072",3,1,3,0,3,2,1,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,16,"PA"
"4073",3,1,3,0,3,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,38,"OH"
"4074",3,1,0,0,3,1,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,"PA"
"4075",1,1,3,3,3,2,3,3,3,3,1,3,1,0,0,1,1,3,2,1,0,0,0,0,0,4,129,"OH"
"4076",3,1,3,1,3,1,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,36,"PA"
"4077",3,1,0,0,3,1,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,"OH"
"4078",3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,"OH"
"4079",3,1,3,0,3,2,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,15,"OH"
"4080",1,1,1,0,3,1,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,13,"OH"
"4081",3,1,1,0,3,1,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,103,"OH"
"4082",3,1,1,1,3,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1.5,21,"OH"
"4083",3,2,3,0,3,2,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,"PA"
"4084",1,2,3,3,3,3,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,120,"OH"
"4085",1,1,1,0,3,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,"OH"
"4086",3,2,3,0,3,1,3,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,36,"OH"
"4087",1,1,1,0,3,2,3,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,"OH"
"4088",3,2,3,0,3,2,1,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,125,"OH"
"4089",0,0,1,0,3,2,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,30,"OH"
"4090",3,1,0,0,3,4,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7,"OH"
"4091",3,2,3,3,3,2,3,1,3,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,90,"OH"
"4092",3,1,3,3,3,2,3,1,3,3,3,3,1,0,0,1,1,3,2,1,1,0,0,0,0,2.5,90,"PA"
"4093",3,2,3,0,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,182,"PA"
"4094",1,2,1,3,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,271,"PA"
"4095",3,1,0,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,"OH"
"4096",3,1,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,71,"PA"
"4097",3,1,3,1,3,2,1,1,3,3,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4.5,85,"OH"
"4098",3,2,3,3,3,2,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,"PA"
"4099",3,1,1,0,3,1,1,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9,"PA"
"4100",3,2,3,0,3,2,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,"OH"
"4101",3,2,1,1,3,1,3,3,3,3,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,3.5,19,"PA"
"4102",1,1,0,0,1,2,1,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,20,"OH"
"4103",3,1,1,0,3,2,1,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"OH"
"4104",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,"PA"
"4105",0,0,1,0,3,1,1,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4.5,92,"PA"
"4106",3,1,0,0,3,1,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,"OH"
"4107",0,1,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,"OH"
"4108",3,1,0,0,3,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,"OH"
"4109",3,1,3,3,3,2,3,3,3,3,1,3,1,0,0,1,1,3,2,1,0,0,0,0,0,3,111,"OH"
"4110",0,2,3,3,3,1,3,3,3,3,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,4,12,"PA"
"4111",1,2,1,0,3,2,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,113,"OH"
"4112",1,2,1,3,3,2,3,3,3,3,1,3,1,0,0,0,0,0,2,1,0,0,0,0,0,4,109,"OH"
"4113",3,2,0,3,3,2,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,"PA"
"4114",3,1,0,0,3,1,3,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,"OH"
"4115",3,1,1,0,3,1,1,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,"PA"
"4116",3,2,0,0,3,0,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,8,"OH"
"4117",3,1,3,0,3,1,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,"PA"
"4118",0,1,0,0,0,1,1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,"OH"
"4119",0,0,0,0,3,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,13,"OH"
"4120",3,1,0,3,3,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,"OH"
"4121",3,2,3,3,3,2,3,3,3,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,150,"OH"
"4122",1,2,1,3,3,2,3,3,3,3,1,3,0,0,0,1,1,3,2,0,0,0,0,0,0,2.5,92,"PA"
"4123",3,2,3,3,3,2,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,"OH"
"4124",3,1,3,1,3,2,3,3,1,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,17,"PA"
"4125",3,2,0,0,3,0,1,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,20,"PA"
"4126",1,2,3,0,3,2,3,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,16,"PA"
